title,author,musicType
夜的晚安曲-钢琴独奏版-夜的钢琴曲Ⅳ,石进,轻音乐
一路生花-简单版-我希望许过的愿望一路生花-抖音,温奕心,流行
give me me-转生成为了只有乙女游戏破灭Flag的邪恶大小姐第二季ED,苍井翔太,动漫
Gambler-Monsta X,Monsta X,流行
人间浪漫-钢琴曲-C调简单版,Hea2t,轻音乐
幽雅地绽放吧 墨染的樱花-幽雅に咲かせ 墨染の桜-东方妖妖梦,上海爱丽丝幻乐团,轻音乐
最好的礼物-C调简单版-八角亭谜雾主题曲,周深,影视
漠河舞厅-简单版-晚星就像你的眼睛杀人又放火-抖音,柳爽,流行
你能不能不要离开我-C调简单版,莫叫姐姐,流行
少女が見た日本の原風景-东方风神录,东方Project,轻音乐
一路生花-C调简单版,温奕心,流行
和你一样-我和你一样一样的坚强一样的全力以赴追逐我的梦想,李宇春,流行
假面舞会-C调简单版-亲爱的你呀再跳个舞吧-抖音,很美味,流行
偏爱和例外-C调简单版,烟(许佳豪),流行
人间叹-C调简单版-我笑把人间叹墨笔染纸扇,等什么君,流行
相思的债-简单版-陈瑞,陈瑞,流行
妖怪の山 Mysterious Mountain-东方风神录,东方Project,轻音乐
金玉良缘-简单版-就算是天定的良缘也会有辛苦-抖音,付雪,流行
红豆-完美版,王菲,流行
信仰は儚き人間の為に-东方风神录,ZUN,轻音乐
苍与白的境界线-蒼と白の境界線,Sound Horizon,轻音乐
淋雨一直走-简单版-张韶涵,张韶涵,流行
人间指南-C调简单版-时间是海欲望是船哪里才是我彼岸,陈婧霏,流行
须尽欢-C调简单版-人生得意须尽欢一首情歌两难-抖音,渡,流行
Overpass Graffiti-Ed Sheeran,Ed Sheeran,流行
百川拨弦-C调简单版-阿朵,阿朵,流行
风雨彩虹铿锵玫瑰-简单版,田震,流行
无条件-C调简单版-陈奕迅,陈奕迅,流行
以爱为囚-C调简单版-带走我的心啊把它装在行囊-抖音,满舒克,流行
当爱在靠近-简单版-刘若英,刘若英,流行
人生如歌-C调简单版-总有人觉得你过得体面-抖音,海来阿木,流行
上海紅茶館 Chinese Tea-东方红魔乡,ZUN,轻音乐
自以为-C调简单版-自以为是她的内心里的命中注定,刘大壮,流行
Faded-好听版,Alan Walker,流行
Collapsing World-Lightscape,Lightscape,轻音乐
航拍中国结尾钢琴,王备,轻音乐
辉煌的大圆舞曲-F大调圆舞曲-肖邦,肖邦,经典
念思雨-C调简单版-嘉南传片尾曲,鞠婧祎,影视
爱你不是两三天-简单版-梁静茹,梁静茹,流行
白鹭之舞-原神BGM,陈致逸,轻音乐
何来有神宫-国风原创曲,中国绊爱,原创
玫瑰窃贼-C调简单版-柳爽,柳爽,流行
初日-路南,路南,轻音乐
孤勇者-英雄联盟双城之战中文主题曲,陈奕迅,动漫
漠河舞厅-简单完整版-抖音,柳爽,流行
印地安老斑鸠-周杰伦,周杰伦,流行
萤冢-螢塚-Calvaria,Calvaria,流行
Enemy-宿敌-英雄联盟双城之战OP,Imagine Dragons,影视
Last Train Home-John Mayer ft Maren Morris,John Mayer,流行
フォールオブフォール 妖怪の山-东方风神录,触手猴,轻音乐
后来-抒情好听版,刘若英,流行
冬吟-钢琴独奏版-夜的钢琴曲Ⅳ,石进,轻音乐
Suicide-M2U,M2U,轻音乐
东方心绮楼标题画面曲,ZUN,轻音乐
寒露-音阙诗听和赵方婧,音阙诗听,流行
南半球与北海道-简单版-我告别南半球奔向北海道-抖音,范倪Liu,流行
Better Days-Dermot Kennedy,Dermot Kennedy,流行
尽管如此还是-C调简单版,阿肆,流行
明治十七年の上海アリス-东方红魔乡,ZUN,轻音乐
珊瑚颂-C调简单版-红珊瑚主题曲,赵云卿,影视
冬风练习曲-肖邦钢琴练习曲 Op 25 No 11,肖邦,经典
卓玛-C调简单版,亚东,流行
Tiny Light-地缚少年花子君ED,鬼头明里,动漫
Wellerman-钢琴版-新西兰船歌-水手之歌-抖音,Nathan Evans,经典
路过人间-我们与恶的距离插曲,郁可唯,影视
世上只有爸爸好-熊出没变形记片尾曲,赵英俊,影视
套马杆-C调简单版,乌兰托娅,流行
长江之歌-C调简单版,殷秀梅,流行
彼岸帰航 Riverside View-东方花映冢,ZUN,轻音乐
The Joker and the Queen-Ed Sheeran,Ed Sheeran,流行
镌刻-简单版-斛珠夫人片头曲,张碧晨,影视
以无旁骛之吻-原调简单版-斛珠夫人片尾曲,周深,影视
隐形的翅膀-完美版,张韶涵,流行
Manana-Alvaro Soler ft Cali y El Dandee,Alvaro Soler,流行
Cant Imagine-Shawn Mendes,Shawn Mendes,流行
君に夢中-最爱主题曲,宇多田光,影视
おてんば恋娘-东方红魔乡,ZUN,轻音乐
当我娶过她-C调简单版,莫叫姐姐,流行
当我娶过她-原调简单版-我睡过她的房间喝过她的水-抖音,莫叫姐姐,流行
穷叉叉-简单版-你叉叉唱日出穷哈哈唱日落-抖音,王搏,流行
烟花三月-C调简单版-童丽,童丽,流行
葬花吟-C调简单版-红楼梦,王立平,影视
Im Not Pretty-Jessia ft Bebe Rexha,Jessia,流行
土耳其冰淇淋-周杰伦,周杰伦,流行
Oz-国王排名ED,yama,动漫
相守-仙剑奇侠传七主题曲,周深,流行
走西口-C调简单版-阿宝,阿宝,民乐
父亲-C调简单版-刘和刚,刘和刚,流行
信仰の裏返し-信仰の里返し,趣味工房にんじんわいん,轻音乐
BOY-国王排名OP,King Gnu,动漫
Night Drive-GFriend,GFriend,流行
车尔尼599-36,车尔尼,经典
陪你去流浪-薛之谦,薛之谦,流行
我们的婚礼-钢琴独奏版-夜的钢琴曲Ⅳ,石进,轻音乐
沢の河城工務店-芥川龍之介の河童,ZUN,轻音乐
Fireflies-黑寡妇OST,Lorne Balfe,影视
Dance of Pales-恶魔城X月下夜想曲,山根美智留,轻音乐
Komorebi-叶隙间洒落的阳光-抖音神曲,m-taku,轻音乐
Santé-Stromae,Stromae,流行
删了吧-简单版-要不你把我删了吧我怕我控制不住不停给你发,利群男孩,流行
Fightin Pose-迦希大人不气馁OP,小仓唯,动漫
Higher-Shawn Mendes,Shawn Mendes,流行
幽雅に咲かせ 墨染の桜,ZUN,轻音乐
Dinero-Trinidad Cardona,Trinidad Cardona,流行
太湖美-C调简单版,李慧兰,民乐
忘了我也不错-C调简单版,王心凌,流行
予你-C调简单版-队长,队长,流行
指纹-旋转几轮变成我们深刻的指纹-抖音,杜宣达,流行
Lanterns-Xomu,Xomu,轻音乐
Thats When-Taylor Swift ft Keith Urban,Taylor Swift,流行
打靶归来-C调简单版,王永泉,流行
渔光曲-C调简单版,任光,影视
两个你-原调简单版-飞虎之壮志英雄主题曲,邓紫棋,影视
The Pretender-Foo Fighters,Foo Fighters,流行
Wild Blue-John Mayer,John Mayer,流行
大雪-完美版,音阙诗听,流行
说说话-C调简单版-王靖雯不胖,王靖雯不胖,流行
一定会-C调简单版-林俊杰,林俊杰,流行
因为我们在一起-抗疫公益歌曲-我们是第一书记主题曲,王一博,影视
影子说-C调简单版-是谁在等天明是谁在数星星-抖音,洛先生,流行
Johnny Boy-Santiano,Santiano,流行
哭泣站台-C调简单版-终于你我的爱埋葬在哭泣的站台-抖音,王小帅,流行
梅花三弄-好听版,姜育恒,影视
秒针-简单版-雨一夜深深沉默的秒针冥冥中给我轻轻感应这共振-抖音,李克勤,流行
莫离-C调简单版-嘉南传片头曲,鞠婧祎,影视
我曾用心爱着你-C调简单版-潘美辰,潘美辰,流行
想某人-C调简单版-很想某人我最思念的某人-抖音,王优秀,流行
Smokin Out the Window,Silk Sonic,流行
百年孤寂-C调简单版-王菲,王菲,流行
逆境スペクトル-刀剑神域Unleash Blading主题曲,ASCA,流行
忘不了-C调简单版-童安格,童安格,流行
幽雅に咲かせ 墨染の桜 Border of Life-完整版,ZUN,轻音乐
Aurora-钢琴块2背景音乐,魏琮霏,轻音乐
Like Its Christmas-Jonas Brothers,Jonas Brothers,流行
Merry Christmas-Ed Sheeran和Elton John,Ed Sheeran,流行
Symphonia-宿命回响命运节拍ED,中岛美嘉,动漫
残響散歌-鬼灭之刃花街篇OP,Aimer,动漫
DREAMIN ON-海贼王OP23,Da-iCE,动漫
見えないからね-我才看不见呢-阴阳眼见子OP,雨宫天,动漫
永遠の巫女-永远之巫女-Eternal Shrine Maiden,ZUN,轻音乐
常回家看看-C调简单版-1999年央视春晚歌曲,陈红,流行
我很丑可是我很温柔-弹唱版,赵传,流行
Man on the Moon,Alan Walker,流行
2035是这young-时代少年团,时代少年团,流行
フラワリングナイト-Flowering Night-东方花映冢,ZUN,轻音乐
It Will Be Okay-Shawn Mendes,Shawn Mendes,流行
问心-C调简单版-问问问问你的心有没有片刻一点点深情-抖音,就是南方凯,流行
我太笨-C调简单版-是不是我太笨给不了你最渴望的安稳-抖音,锤娜丽莎,流行
一生一次心一动-C调简单版-斛珠夫人情感主题曲,张靓颖,影视
ABCDEFU-Gayle,Gayle,流行
八重回归-洛天依和乐正绫,洛天依,流行
空条徐伦处刑曲-JOJO的奇妙冒险石之海,菅野佑悟,动漫
特别的人-C调简单版,方大同,流行
弈剑听雨阁-古风歌曲-C调简单版,小曲儿,流行
自罚两杯-钢琴版,卦者灵风,原创
アンダンテに恋をして-转生成为了只有乙女游戏破灭Flag的邪恶大小姐2OP,Angela,动漫
等一场大雨-C调简单版-等一场大雨下个痛快冲掉一切再重来,苏星婕,流行
听闻远方有你-简单版-我吹过你吹过的风这算不算相拥-抖音,刘钧,流行
致你-C调简单版-若想念是凋谢的云乘着风也飘向你,yihuik苡慧,流行
诛神诀-C调简单版-以仙之名推广曲,七叔,流行
Fighting Demons-Juice WRLD,Juice WRLD,流行
Stay Another Day-圣诞歌曲-East 17,East 17,流行
疤-C调简单版-胡彦斌,胡彦斌,流行
倾国倾城-C调简单版-所以鲜花漫天幸福在流传,玖月奇迹,流行
我要找到你-不管南北东西-简单版,陈明,流行
Pepas-Farruko,Farruko,流行
There is a Reason-NO GAME NO LIFE 游戏人生 ZERO主题曲,铃木木乃美,动漫
Its a Sin-Pet Shop Boys,Pet Shop Boys,流行
东方红-陕北民歌,李有源,民乐
大河よ共に泣いてくれ-佐贺偶像是传奇 Revenge片头曲,法兰秀秀,动漫
空と虚-瓦尼塔斯的手记OP,ササノマリイ,动漫
零重祈愿-乐正绫,乐正绫,流行
山雀-万能青年旅店,万能青年旅店,流行
冬至-完美版,音阙诗听,流行
Love Love-简单版-不如诗经有意义花花草草都写着我爱你-抖音,金润吉,流行
Touhou Piano Medley-东方钢琴组曲,Touhou,轻音乐
潮鸣りII-CLANNAD背景音乐,折戸伸治,轻音乐
敕勒歌-C调简单版-经典咏流传第二季,谭维维,流行
画中寻-C调简单版-张云雷,张云雷,流行
盼君折枝-C调简单版,郑鱼,流行
青春走在新征程-C调简单版,时代少年团,流行
朱砂-C调简单版-这世间我不再贪那浮华今生不变这牵挂,任然,流行
最爱的人伤我最深-简单版,张雨生,流行
皓衣行-原调,麦振鸿,轻音乐
Can I Get It-Adele,Adele,流行
First Call-Jessia,Jessia,流行
Bye Bye Baby-Taylor Swift,Taylor Swift,流行
STONE OCEAN-JOJO的奇妙冒险石之海OP,ichigo from 岸田教团&THE 明星Rockets,动漫
爱你爱到死-海角七号OST,同恩,影视
酒干倘卖无-搭错车主题曲,苏芮,影视
说声你好-C调简单版-小敏家片头曲,周深,影视
我不是刘德华-C调简单版-抖音,新地,流行
暗示分离-en,en,流行
迟迟-银临,银临,流行
倒流时间-简单版-邓紫棋,邓紫棋,流行
羁绊-C调简单版-一片冰心在玉壶主题曲,许嵩,影视
天空下的温暖-C调简单版-丁真,丁真,流行
像鸟儿一样-C调简单版-对手主题曲,周深,影视
星座百分比-叶炫清,叶炫清,流行
リテラチュア-魔女之旅OP,上田丽奈,动漫
The Motto-Tiësto ft Ava Max,Tiësto,流行
都是夜风惹的祸-夜风の仕业,SNH48 Team NII,流行
浪漫宇宙的核心-徐秉龙,徐秉龙,流行
夭娘-洛天依,洛天依,流行
这个世界-蔡蓝钦,蔡蓝钦,流行
自恋-罗志祥,罗志祥,流行
春庭雪-好听版,等什么君,流行
另一半-三十而已插曲,金池,影视
偏向-C调简单版-我嫌弃你的偏向会让我觉得有点丧-抖音,陈子晴,流行
葡萄成熟时-C调简单版-陈奕迅,陈奕迅,流行
叹-简单版-遗忘遗忘都遗忘随我的节奏摇荡-抖音,黄龄,流行
无名的人-C调简单版-雄狮少年主题曲,毛不易,影视
一梦情深-完整版,银临,影视
Dreams Come True-Aespa,Aespa,流行
One Right Now-Post Malone ft The Weeknd,Post Malone,流行
Touhou Piano Medley Part 2-东方Project组曲连弹2,Touhou,轻音乐
鬼迷心窍-C调简单版-末代皇孙主题曲,李宗盛,影视
护花使者-C调简单版-西虹市首富插曲,李克勤,影视
灰色轨迹-C调简单版-天若有情插曲,Beyond,影视
满天星辰不及你-简单完整版-星际闪耀光影落入你的眼睛-抖音,ycccc,流行
Wake Up-茱莉与魅影男孩OST,Madison Reyes,影视
Protect the Land-System of a Down,System of a Down,流行
To See the Future-刀剑神域外传 Gun Gale Online片尾曲,楠木灯,动漫
アノーイング さんさんウィーク-关于前辈很烦人的事OP,楠木灯,动漫
鲸落于海-小星星Aurora,小星星Aurora,流行
容易受伤的女人-C调简单版-大时代插曲,王菲,影视
三更情诗-完整版-周思涵,周思涵,流行
谁明浪子心-C调简单版-还我本色主题曲,王杰,影视
好好生活就是美好生活-简单版-抖音2022跨年主题曲,周深,流行
问风-C调简单版-还不能够从你的梦里苏醒-抖音,金渔,流行
我结婚了-C调简单版-钟嘉欣,钟嘉欣,流行
下潜-C调简单版-总煽情的很突然询问路人要观后感-抖音,川青,流行
不再犹豫-C调简单版-Beyond日记之莫欺少年穷主题曲,Beyond,影视
Nonstop-Oh My Girl,Oh My Girl,流行
Sunshine-大红狗克里弗OST,OneRepublic,影视
爱多一次痛多一次-C调简单版-马场大亨插曲,谭咏麟,影视
怪物-かいぶつ-BEASTARS第2期OP,YOASOBI,动漫
七友-C调简单版-梁汉文,梁汉文,流行
小寒-完美版,音阙诗听,流行
一人有一个梦想-C调简单版,黎瑞恩,流行
月光花-传颂之物,勝又隆一,轻音乐
Oh My God-Adele,Adele,流行
シリウス-斩服少女-KILL la KILL OP,蓝井艾露,动漫
キズナミュージック-BanG Dream第二季OP,Poppin'Party,动漫
簇拥烈日的花-C调简单版-我的心是簇拥烈日的花在你的眼里找到了家,Morerare,流行
你到底有没有爱过我-C调简单版-二龙湖浩哥之风云再起主题曲,蓝波,影视
生命中的光-C调简单版-摩尔庄园3魔幻列车大冒险主题曲,二毛,影视
Moth to a Flame-Swedish House Mafia ft The Weeknd,Swedish House Mafia,流行
Gimmme-在魔王城说晚安ED,ORESAMA,动漫
陪着我的她-石进,石进,轻音乐
从前说-简单版-从前对妈妈说谎翻山越岭只为能与你拥抱一场,小阿七,流行
Congratulations-Mac Miller ft Bilal,Mac Miller,流行
Only one yell-Selection Project ED,9-tie,动漫
鬼迷心窍-李宗盛,李宗盛,影视
明け星-剧场版鬼灭之刃无限列车篇OP,LiSA,动漫
我们的中国梦-雷佳,雷佳,流行
まっすぐ-擅长捉弄的高木同学3OP,大原由衣子,动漫
蒼のワルツ-蓝色的华尔兹-乔瑟与虎与鱼群主题曲,Eve,影视
车尔尼599-001,车尔尼,经典
车尔尼599-002,车尔尼,经典
车尔尼599-003,车尔尼,经典
车尔尼599-004,车尔尼,经典
车尔尼599-005,车尔尼,经典
车尔尼599-006,车尔尼,经典
车尔尼599-007,车尔尼,经典
车尔尼599-008,车尔尼,经典
Its Happening-命令与征服心灵终结催泪神曲,World Beyond,轻音乐
Lacrimosa of Dana-伊苏Ⅷ达娜的安魂曲BGM,Falcom,轻音乐
燦々デイズ-更衣人偶坠入爱河OP,スピラ・スピカ,动漫
昨夜你入梦来-原创,孙选红,原创
Tiny Light-完整版,鬼头明里,动漫
Колыбельная-摇篮曲,Rauf & Faik,流行
イこうぜ パラダイス-异种族风俗娘评鉴指南OP,间岛淳司,动漫
车尔尼599-009,车尔尼,经典
车尔尼599-010,车尔尼,经典
One Last Kiss-新福音战士剧场版终主题曲,宇多田光,影视
Tera-Xomu,Xomu,轻音乐
没有人心疼我-陈雪凝,陈雪凝,流行
大寒-完美版,音阙诗听,流行
生生世世不分离-纸嫁衣2奘铃村主题曲,阿秋,流行
我就不爱唱情歌-大张伟,大张伟,流行
約束-堀与宫村ED,フレンズ,动漫
A Way Of Go Home-原创,啊鑫呀ya,原创
Sacrifice-The Weeknd,The Weeknd,流行
We Dont Talk About Bruno-魔法满屋OST,Lin-Manuel Miranda,影视
Setsuna-Xomu,Xomu,轻音乐
Surface Pressure-魔法满屋OST,Jessica Darrow,影视
穿过寒冬拥抱你-C调简单版-穿过寒冬拥抱你主题曲,王源,影视
门没锁-C调简单版-天都黑了你都没来过没来坐-抖音,品冠,流行
一生中最爱-C调简单版-双城故事主题曲,谭咏麟,影视
One Final Chance-原版谱-命令与征服心灵终结BGM,World Beyond,轻音乐
Last Dance-Xomu,Xomu,轻音乐
天天看到你-C调简单版-阿杜,阿杜,流行
望爱却步-C调简单版-总想要找你问个清楚到底这世上爱为何物,于洋,流行
拥抱的理由-C调简单版-因为爱情有多美OP,尹熙水,影视
Welcome to Our World-Beyond-原版-命令与征服心灵终结,World Beyond,轻音乐
独上西楼-邓丽君,邓丽君,流行
泡沫 哀のまほろば,幽闭星光,流行
生命線-月姫 -A piece of blue glass moon-,ReoNa,动漫
她会魔法吧-简单版-让我无法自拔-抖音,DJ小鱼儿,流行
Stormbringer-原版谱-心灵终结焚风侧翼主题曲,World Beyond,轻音乐
正しくなれない-约定的梦幻岛主题曲,ずっと真夜中でいいのに。,影视
なかよし なかよし-请问您今天要来点兔子吗BLOOM ED,チマメ隊,动漫
Fingers Crossed-Lauren Spencer-Smith,Lauren Spencer-Smith,流行
Lenfer-Hell-Stromae,Stromae,流行
韶华赋,兰音Reine,流行
新年好-英国民谣,未知,经典
Overjoyed-Stevie Wonder,Stevie Wonder,流行
Oh Yeah You Gonna Cry-Lovejoy,Lovejoy,流行
Seize The Day-摇曳露营第2季OP,亚咲花,动漫
La Jolla-Wilbur Soot,Wilbur Soot,流行
海市蜃楼-简单版-带不走的就留下So Calm Down梦里海市云霞,三叔说,流行
华夏-C调简单版-李玉刚,李玉刚,流行
祢豆子主题曲-鬼灭之刃OST,椎名豪,动漫
